CAMERA_ID,CITY,EQUIP_TYPE,JUDGMENT_CLEAN,LONGITUDE,LATITUDE
NP0197,NTP,固定式交通違規照相路段,闖紅燈、超速,121.385574,25.085184
NP0198,NTP,固定式交通違規照相路段,闖紅燈,121.3755,25.07277
NP0199,NTP,固定式交通違規照相路段,超速,121.3753804,25.0780273
NP0200,NTP,固定式交通違規照相路段,闖紅燈、超速,121.37455,25.076698
NP0201,NTP,固定式交通違規照相路段,闖紅燈、超速,121.3634,25.0712
NP0202,NTP,固定式交通違規照相路段,超速,121.3780575,25.0848061
NP0203,NTP,固定式交通違規照相路段,超速,121.3632615,25.0746979
NP0204,NTP,固定式交通違規照相路段,闖紅燈、超速,121.3659,25.078018
NP0205,NTP,固定式交通違規照相路段,闖紅燈、超速,121.375755,25.08959
NP0206,NTP,固定式交通違規照相路段,闖紅燈、超速,121.36106,25.073347
NP0207,NTP,固定式交通違規照相路段,超速,121.357800,25.132450
NP0208,NTP,固定式交通違規照相路段,超速,121.292400,25.118360
NP0209,NTP,固定式交通違規照相路段,闖紅燈、未依標誌標線行駛,121.3688713,25.0677798
NP0210,NTP,固定式交通違規照相路段,闖紅燈、未依標誌標線行駛,121.3684817,25.0663364
NP0211,NTP,固定式交通違規照相路段,闖紅燈、路口未保持淨空,121.359001,25.065338
NP0212,NTP,固定式交通違規照相路段,闖紅燈、路口未保持淨空,121.3684817,25.0663364
NP0213,NTP,固定式交通違規照相路段,闖紅燈,121.371966,25.0704346
NP0214,NTP,固定式交通違規照相路段,超速,121.623760,25.219710
NP0215,NTP,固定式交通違規照相路段,超速,121.623680,25.271290
NP0216,NTP,固定式交通違規照相路段,超速,121.6326438,25.2401673
NP0217,NTP,固定式交通違規照相路段,超速,121.639820,25.217360
NP0218,NTP,固定式交通違規照相路段,闖紅燈,121.631680,25.221490
NP0219,NTP,固定式交通違規照相路段,超速,121.4009127,25.0568354
NP0220,NTP,固定式交通違規照相路段,超速,121.3898709,25.0656501
NP0221,NTP,固定式交通違規照相路段,超速,121.4259532,25.0557555
NP0222,NTP,固定式交通違規照相路段,超速,121.4274923,25.0374397
NP0223,NTP,固定式交通違規照相路段,超速,121.41264,25.06889
NP0224,NTP,固定式交通違規照相路段,超速,121.907400,25.019560
NP0225,NTP,固定式交通違規照相路段,超速,121.940970,25.019350
NP0226,NTP,固定式交通違規照相路段,超速,121.980170,25.022870
NP0227,NTP,固定式交通違規照相路段,超速,122.002073,25.011464
NP0228,NTP,固定式交通違規照相路段,超速,121.979400,24.992800
NP0229,NTP,固定式交通違規照相路段,超速,121.914460,25.079520
NP0230,NTP,固定式交通違規照相路段,超速,121.926550,25.040030
NP0231,NTP,固定式交通違規照相路段,闖紅燈,121.923900,25.053630
NP0232,NTP,固定式交通違規照相路段,闖紅燈,121.923730,25.053340
NP0233,NTP,固定式交通違規照相路段,闖紅燈、超速,121.45941,25.15328
NP0234,NTP,固定式交通違規照相路段,闖紅燈,121.45485,25.15961
NP0235,NTP,固定式交通違規照相路段,闖紅燈,121.45243,25.16272
NP0236,NTP,固定式交通違規照相路段,闖紅燈、超速,121.4357829,25.1733408
NP0237,NTP,固定式交通違規照相路段,超速,121.450650,25.213630
NP0238,NTP,固定式交通違規照相路段,闖紅燈、超速,121.446470,25.193370
NP0239,NTP,固定式交通違規照相路段,闖紅燈、超速,121.446850,25.192180
NP0240,NTP,固定式交通違規照相路段,闖紅燈、超速,121.452030,25.224150
NP0241,NTP,固定式交通違規照相路段,闖紅燈,121.450220,25.218660
NP0242,NTP,固定式交通違規照相路段,闖紅燈、超速,121.459470,25.154660
NP0243,NTP,固定式交通違規照相路段,超速,121.4503048,25.1819167
NP0244,NTP,固定式交通違規照相路段,超速,121.603510,24.999380
NP0245,NTP,固定式交通違規照相路段,超速,121.621600,25.000100
NP0246,NTP,固定式交通違規照相路段,闖紅燈、超速,121.6314,25.0062
NP0247,NTP,固定式交通違規照相路段,闖紅燈、超速,121.6275,25.0023
NP0248,NTP,固定式交通違規照相路段,闖紅燈,121.62653,24.99899
NP0249,NTP,固定式交通違規照相路段,闖紅燈、超速,121.6129429,24.9981336
NP0250,NTP,固定式交通違規照相路段,超速,121.6256,25.0165
NP0251,NTP,固定式交通違規照相路段,闖紅燈,121.54197,24.96343
NP0252,NTP,固定式交通違規照相路段,闖紅燈,121.54414,24.98054
NP0253,NTP,固定式交通違規照相路段,闖紅燈,121.544914,24.97905
NP0254,NTP,固定式交通違規照相路段,闖紅燈,121.53937,24.9552
NP0255,NTP,固定式交通違規照相路段,超速,121.5451033,24.9528504
NP0256,NTP,固定式交通違規照相路段,闖紅燈、超速,121.5628983,24.9536482
NP0257,NTP,固定式交通違規照相路段,闖紅燈、超速,121.55339,24.95332
NP0258,NTP,固定式交通違規照相路段,闖紅燈、超速,121.54108,24.98511
NP0259,NTP,固定式交通違規照相路段,闖紅燈,121.51862,24.97459
NP0260,NTP,固定式交通違規照相路段,闖紅燈,121.516556,24.985771
NP0261,NTP,固定式交通違規照相路段,闖紅燈,121.52834,24.96195
NP0262,NTP,固定式交通違規照相路段,超速,121.473790,24.942020
NP0263,NTP,固定式交通違規照相路段,闖紅燈,121.47897,24.94604
NP0264,NTP,固定式交通違規照相路段,超速,121.5458240,24.9484700
NP0265,NTP,固定式交通違規照相路段,超速,121.5233741,24.9798628
NP0266,NTP,固定式交通違規照相路段,闖紅燈、超速,121.549350,24.922820
NP0267,NTP,固定式交通違規照相路段,超速,121.5255830,24.9755412
NP0268,NTP,固定式交通違規照相路段,超速,121.53566,24.96928
NP0269,NTP,固定式交通違規照相路段,超速,121.53719,24.96601
NP0270,NTP,固定式交通違規照相路段,超速,121.53375,24.970173
NP0271,NTP,固定式交通違規照相路段,闖紅燈、超速,121.54616,24.975492
NP0272,NTP,固定式交通違規照相路段,超速,121.5460349,24.9700335
NP0273,NTP,固定式交通違規照相路段,超速,121.4222700,25.0285140
NP0274,NTP,固定式交通違規照相路段,超速,121.4420837,25.0415805
NP0275,NTP,固定式交通違規照相路段,超速,121.442570,25.051360
NP0276,NTP,固定式交通違規照相路段,超速,121.4006698,25.0299549
NP0277,NTP,固定式交通違規照相路段,超速,121.46546,25.04016
NP0278,NTP,固定式交通違規照相路段,闖紅燈,121.4128,25.02532
NP0279,NTP,固定式交通違規照相路段,闖紅燈,121.41299,25.02524
NP0280,NTP,固定式交通違規照相路段,超速,121.410800,25.034500
NP0281,NTP,固定式交通違規照相路段,超速,121.442270,25.051294
NP0282,NTP,固定式交通違規照相路段,超速,121.442270,25.051294
NP0283,NTP,固定式交通違規照相路段,闖紅燈,121.44116,25.02238
NP0284,NTP,固定式交通違規照相路段,闖紅燈,121.4608721,25.0391356
NP0285,NTP,固定式交通違規照相路段,超速,121.46,25.0425
NP0286,NTP,固定式交通違規照相路段,超速,121.46,25.0517
NP0287,NTP,固定式交通違規照相路段,超速,121.4181701,25.0266836
NP0288,NTP,固定式交通違規照相路段,闖紅燈,121.80405,25.10624
NP0289,NTP,固定式交通違規照相路段,超速,121.774960,25.103690
NP0290,NTP,固定式交通違規照相路段,闖紅燈,121.809350,25.107485
NP0291,NTP,固定式交通違規照相路段,超速,121.816080,25.128070
NP0292,NTP,固定式交通違規照相路段,闖紅燈、超速,121.863910,25.122484
NP0293,NTP,固定式交通違規照相路段,闖紅燈、超速,121.888080,25.120770
NP0294,NTP,固定式交通違規照相路段,超速,121.888472,25.120509
NP0295,NTP,固定式交通違規照相路段,超速,121.917180,25.121200
NP0296,NTP,固定式交通違規照相路段,超速,121.775420,25.115238
NP0297,NTP,固定式交通違規照相路段,超速,121.796250,25.112720
NP0298,NTP,固定式交通違規照相路段,超速,121.803440,25.117428
NP0299,NTP,固定式交通違規照相路段,超速,121.803440,25.117428
NP0300,NTP,固定式交通違規照相路段,闖紅燈,121.646500,25.212250
NP0301,NTP,固定式交通違規照相路段,超速,121.677600,25.200370
NP0302,NTP,固定式交通違規照相路段,超速,121.683184,25.190341
NP0303,NTP,固定式交通違規照相路段,超速,121.687420,25.183760
NP0304,NTP,固定式交通違規照相路段,超速,121.652750,25.208770
NP0305,NTP,固定式交通違規照相路段,闖紅燈、超速,121.39155,24.96859
NP0306,NTP,固定式交通違規照相路段,闖紅燈,121.4223,24.99799
NP0307,NTP,固定式交通違規照相路段,闖紅燈,121.41921,24.99423
NP0308,NTP,固定式交通違規照相路段,闖紅燈,121.41945,24.9945
NP0309,NTP,固定式交通違規照相路段,闖紅燈、超速,121.412865,24.984545
NP0310,NTP,固定式交通違規照相路段,闖紅燈,121.41573,24.98965
NP0311,NTP,固定式交通違規照相路段,闖紅燈,121.40145,24.97537
NP0312,NTP,固定式交通違規照相路段,超速,121.384380,24.967170
NP0313,NTP,固定式交通違規照相路段,超速,121.4258192,25.0010359
NP0314,NTP,固定式交通違規照相路段,闖紅燈,121.41068,25.01503
NP0315,NTP,固定式交通違規照相路段,闖紅燈,121.4094,25.01724
NP0316,NTP,固定式交通違規照相路段,超速,121.428055,24.998964
NP0317,NTP,固定式交通違規照相路段,闖紅燈、超速,121.41944,24.973124
NP0318,NTP,固定式交通違規照相路段,闖紅燈、超速,121.3945184,25.0141249
NP0319,NTP,固定式交通違規照相路段,超速,121.4046948,24.9775306
NP0320,NTP,固定式交通違規照相路段,超速,121.793760,25.019140
NP0321,NTP,固定式交通違規照相路段,超速,121.830345,25.028760
NP0322,NTP,固定式交通違規照相路段,闖紅燈、超速,121.865128,25.032780
NP0323,NTP,固定式交通違規照相路段,闖紅燈,121.46128,25.09364
NP0324,NTP,固定式交通違規照相路段,闖紅燈,121.47416,25.09737
NP0325,NTP,固定式交通違規照相路段,闖紅燈、超速,121.45572,25.08899
NP0326,NTP,固定式交通違規照相路段,超速,121.3596924,24.9571229
NP0327,NTP,固定式交通違規照相路段,闖紅燈、超速,121.36482,24.956474
NP0328,NTP,固定式交通違規照相路段,超速,121.344030,24.949190
NP0329,NTP,固定式交通違規照相路段,超速,121.33556,24.93945
NP0330,NTP,固定式交通違規照相路段,超速,121.3388616,24.9641198
NP0331,NTP,固定式交通違規照相路段,闖紅燈,121.33123,24.96697
NP0332,NTP,固定式交通違規照相路段,超速,121.3714,24.9581
NP0333,NTP,固定式交通違規照相路段,超速,121.341019,24.931231
NP0334,NTP,移動式測速設備執法地點,超速,121.5169911,25.0058873
NP0335,NTP,移動式測速設備執法地點,超速,121.986120,25.020205
NP0336,NTP,移動式測速設備執法地點,超速,121.410986,24.970096
NP0337,NTP,移動式測速設備執法地點,超速,121.410518,24.970072
NP0338,NTP,移動式測速設備執法地點,超速,121.4763010,25.0170360
NP0339,NTP,移動式測速設備執法地點,超速,121.404570,24.968344
NP0340,NTP,移動式測速設備執法地點,超速,121.404570,24.968344
NP0341,NTP,移動式測速設備執法地點,超速,121.3794231,24.9448278
NP0342,NTP,移動式測速設備執法地點,超速,121.5169911,25.0058873
NP0343,NTP,移動式測速設備執法地點,超速,121.410518,24.970072
NP0344,NTP,移動式測速設備執法地點,超速,121.4231851,24.9758918
NP0345,NTP,移動式測速設備執法地點,超速,121.411920,24.970322
NP0346,NTP,移動式測速設備執法地點,超速,121.384522,24.966725
NP0347,NTP,移動式測速設備執法地點,超速,121.4235758,25.0034382
NP0348,NTP,移動式測速設備執法地點,超速,121.414830,25.008120
NP0349,NTP,移動式測速設備執法地點,超速,121.424647,24.977585
NP0350,NTP,移動式測速設備執法地點,超速,121.388264,24.955362
NP0351,NTP,移動式測速設備執法地點,超速,121.5255675,25.0080141
NP0352,NTP,移動式測速設備執法地點,超速,121.5085044,25.0164038
NP0354,NTP,移動式測速設備執法地點,超速,121.5043020,25.0125969
NP0355,NTP,移動式測速設備執法地點,超速,121.525774,25.009300
NP0356,NTP,移動式測速設備執法地點,超速,121.527625,25.011177
NP0357,NTP,移動式測速設備執法地點,超速,121.5065112,25.0147724
NP0358,NTP,移動式測速設備執法地點,超速,121.3471345,24.90433455
NP0359,NTP,移動式測速設備執法地點,超速,121.42269,24.95929
NP0360,NTP,移動式測速設備執法地點,超速,121.372600,24.868560
NP0361,NTP,移動式測速設備執法地點,超速,121.360731,25.123087
NP0362,NTP,移動式測速設備執法地點,超速,121.342465,24.902923
NP0363,NTP,移動式測速設備執法地點,超速,121.4066986,24.93264277
NP0364,NTP,移動式測速設備執法地點,超速,121.4066828,24.9326211
NP0365,NTP,移動式測速設備執法地點,超速,121.358800,24.855450
NP0366,NTP,移動式測速設備執法地點,超速,121.366200,24.916130
NP0367,NTP,移動式測速設備執法地點,超速,121.359200,24.856360
NP0368,NTP,移動式測速設備執法地點,超速,121.358800,24.855450
NP0369,NTP,移動式測速設備執法地點,超速,121.3393445,24.96766996
NP0372,NTP,移動式測速設備執法地點,超速,121.3794231,24.9448278
NP0373,NTP,移動式測速設備執法地點,超速,121.529500,25.285940
NP0374,NTP,移動式測速設備執法地點,超速,121.555500,25.291520
NP0375,NTP,移動式測速設備執法地點,超速,121.542500,25.288830
NP0376,NTP,移動式測速設備執法地點,超速,121.544325,25.288445
NP0377,NTP,移動式測速設備執法地點,超速,121.544325,25.288445
NP0378,NTP,移動式測速設備執法地點,超速,121.560391,25.290826
NP0379,NTP,移動式測速設備執法地點,超速,121.560400,25.290830
NP0380,NTP,移動式測速設備執法地點,超速,121.560400,25.290830
NP0381,NTP,移動式測速設備執法地點,超速,121.576032,25.297715
NP0382,NTP,移動式測速設備執法地點,超速,121.576032,25.297715
NP0383,NTP,移動式測速設備執法地點,超速,121.576032,25.297715
NP0384,NTP,移動式測速設備執法地點,超速,121.596600,25.289280
NP0385,NTP,移動式測速設備執法地點,超速,121.597500,25.288900
NP0386,NTP,移動式測速設備執法地點,超速,121.597500,25.288900
NP0387,NTP,移動式測速設備執法地點,超速,121.608641,25.280128
NP0388,NTP,移動式測速設備執法地點,超速,121.620300,25.274560
NP0389,NTP,移動式測速設備執法地點,超速,121.623000,25.271940
NP0390,NTP,移動式測速設備執法地點,超速,121.623800,25.271310
NP0391,NTP,移動式測速設備執法地點,超速,121.623800,25.271310
NP0392,NTP,移動式測速設備執法地點,超速,121.624500,25.270700
NP0393,NTP,移動式測速設備執法地點,超速,121.628200,25.266780
NP0394,NTP,移動式測速設備執法地點,超速,121.629500,25.265110
NP0395,NTP,移動式測速設備執法地點,超速,121.629500,25.265110
NP0396,NTP,移動式測速設備執法地點,超速,121.627223,25.220508
NP0397,NTP,移動式測速設備執法地點,超速,121.612676,25.217958
NP0398,NTP,移動式測速設備執法地點,超速,121.612676,25.217958
NP0399,NTP,移動式測速設備執法地點,超速,121.612700,25.217960
NP0400,NTP,移動式測速設備執法地點,超速,121.607967,25.217509
NP0401,NTP,移動式測速設備執法地點,超速,121.600800,25.212630
NP0402,NTP,移動式測速設備執法地點,超速,121.594379,25.206295
NP0403,NTP,移動式測速設備執法地點,超速,121.593490,25.202027
NP0404,NTP,移動式測速設備執法地點,超速,121.593490,25.202027
NP0405,NTP,移動式測速設備執法地點,超速,121.593490,25.202027
NP0406,NTP,移動式測速設備執法地點,超速,121.593490,25.202027
NP0407,NTP,移動式測速設備執法地點,超速,121.593490,25.202027
NP0408,NTP,移動式測速設備執法地點,超速,121.593500,25.202030
NP0409,NTP,移動式測速設備執法地點,超速,121.663900,25.205770
NP0410,NTP,移動式測速設備執法地點,超速,121.672100,25.201120
NP0411,NTP,移動式測速設備執法地點,超速,121.689978,25.180749
NP0412,NTP,移動式測速設備執法地點,超速,121.689978,25.180749
NP0413,NTP,移動式測速設備執法地點,超速,121.695445,25.179277
NP0414,NTP,移動式測速設備執法地點,超速,121.695445,25.179277
NP0415,NTP,移動式測速設備執法地點,超速,121.700200,25.179230
NP0416,NTP,移動式測速設備執法地點,超速,121.700200,25.179230
NP0417,NTP,移動式測速設備執法地點,超速,121.707599,25.174660
NP0418,NTP,移動式測速設備執法地點,超速,121.6861718,25.1731122
NP0419,NTP,移動式測速設備執法地點,超速,121.6843789,25.1720210
NP0420,NTP,移動式測速設備執法地點,超速,121.6877766,25.1759431
NP0422,NTP,移動式測速設備執法地點,超速,121.4414,25.00533
NP0423,NTP,移動式測速設備執法地點,超速,121.451645,25.006397
NP0424,NTP,移動式測速設備執法地點,超速,121.428825,24.97892
NP0425,NTP,移動式測速設備執法地點,超速,121.447520,25.018425
NP0426,NTP,移動式測速設備執法地點,超速,121.42829,24.98137
NP0427,NTP,移動式測速設備執法地點,超速,121.4459902,25.01887025
NP0428,NTP,移動式測速設備執法地點,超速,121.4365669,24.99541356
NP0429,NTP,移動式測速設備執法地點,超速,121.4370068,24.99523853
NP0430,NTP,移動式測速設備執法地點,超速,121.4489066,25.01591194
NP0431,NTP,移動式測速設備執法地點,超速,121.4408744,24.9960102
NP0432,NTP,移動式測速設備執法地點,超速,121.4624999,25.00343133
NP0433,NTP,移動式測速設備執法地點,超速,121.4491813,24.9949056
NP0434,NTP,移動式測速設備執法地點,超速,121.451973,24.998550
NP0436,NTP,移動式測速設備執法地點,超速,121.4722955,25.0192839
NP0437,NTP,移動式測速設備執法地點,超速,121.4408744,24.9960102
NP0438,NTP,移動式測速設備執法地點,超速,121.4408744,24.9960102
NP0439,NTP,移動式測速設備執法地點,超速,121.4349328,24.9954877
NP0440,NTP,移動式測速設備執法地點,超速,121.4490716,25.0157111
NP0441,NTP,移動式測速設備執法地點,超速,121.464800,25.029540
NP0442,NTP,移動式測速設備執法地點,超速,121.4641413,25.0306834
NP0443,NTP,移動式測速設備執法地點,超速,121.4800178,25.035943
NP0444,NTP,移動式測速設備執法地點,超速,121.451958,24.998656
NP0445,NTP,移動式測速設備執法地點,超速,121.451727,24.997960
NP0446,NTP,移動式測速設備執法地點,超速,121.4611268,25.03210277
NP0447,NTP,移動式測速設備執法地點,超速,121.465390,25.028340
NP0448,NTP,移動式測速設備執法地點,超速,121.441584,25.0069103
NP0449,NTP,移動式測速設備執法地點,超速,121.442707,25.0118366
NP0450,NTP,移動式測速設備執法地點,超速,121.4408744,24.9960102
NP0451,NTP,移動式測速設備執法地點,超速,121.6242813,25.0547338
NP0452,NTP,移動式測速設備執法地點,超速,121.666541,25.067339
NP0453,NTP,移動式測速設備執法地點,超速,121.6352,	25.111
NP0454,NTP,移動式測速設備執法地點,超速,121.6095,25.1245
NP0455,NTP,移動式測速設備執法地點,超速,121.643700,25.059210
NP0456,NTP,移動式測速設備執法地點,超速,121.680200,25.068370
NP0457,NTP,移動式測速設備執法地點,超速,121.63508582384563,25.111209957711974
NP0458,NTP,移動式測速設備執法地點,超速,121.605158,25.126234
NP0459,NTP,移動式測速設備執法地點,超速,121.675892,25.066174
NP0460,NTP,移動式測速設備執法地點,超速,121.63508582384563,25.111209957711974
NP0461,NTP,移動式測速設備執法地點,超速,121.639847,25.056279
NP0462,NTP,移動式測速設備執法地點,超速,121.6370115,25.0720205
NP0463,NTP,移動式測速設備執法地點,超速,121.671300,25.066640
NP0464,NTP,移動式測速設備執法地點,超速,121.6412668,25.07507834
NP0465,NTP,移動式測速設備執法地點,超速,121.6419872,25.07535285
NP0466,NTP,移動式測速設備執法地點,超速,121.6420987,25.075441
NP0467,NTP,移動式測速設備執法地點,超速,121.6759169,25.0710548
NP0468,NTP,移動式測速設備執法地點,超速,121.624231,25.014746
NP0469,NTP,移動式測速設備執法地點,超速,121.623896,25.014921
NP0470,NTP,移動式測速設備執法地點,超速,121.625433,25.015033
NP0471,NTP,移動式測速設備執法地點,超速,121.630843,25.005380
NP0472,NTP,移動式測速設備執法地點,超速,121.625433,25.015033
NP0473,NTP,移動式測速設備執法地點,超速,121.609500,24.956800
NP0474,NTP,移動式測速設備執法地點,超速,121.612800,24.960330
NP0475,NTP,移動式測速設備執法地點,超速,121.623700,24.956520
NP0476,NTP,移動式測速設備執法地點,超速,121.627900,24.954590
NP0477,NTP,移動式測速設備執法地點,超速,121.627900,24.954590
NP0478,NTP,移動式測速設備執法地點,超速,121.652800,24.947000
NP0479,NTP,移動式測速設備執法地點,超速,121.658500,24.947340
NP0480,NTP,移動式測速設備執法地點,超速,121.629600,24.953680
NP0481,NTP,移動式測速設備執法地點,超速,121.623400,24.957480
NP0482,NTP,移動式測速設備執法地點,超速,121.651621,25.006271
NP0483,NTP,移動式測速設備執法地點,超速,121.651621,25.006271
NP0484,NTP,移動式測速設備執法地點,超速,121.6903812,25.0061983
NP0485,NTP,移動式測速設備執法地點,超速,121.698737,25.019022
NP0486,NTP,移動式測速設備執法地點,超速,121.6971444,25.0066541
NP0487,NTP,移動式測速設備執法地點,超速,121.612800,24.960330
NP0488,NTP,移動式測速設備執法地點,超速,121.623700,24.956520
NP0489,NTP,移動式測速設備執法地點,超速,121.629600,24.953680
NP0490,NTP,移動式測速設備執法地點,超速,121.612800,24.960330
NP0491,NTP,移動式測速設備執法地點,超速,121.6903812,25.0061983
NP0492,NTP,移動式測速設備執法地點,超速,121.698737,25.019022
NP0493,NTP,移動式測速設備執法地點,超速,121.6971444,25.0066541
NP0494,NTP,移動式測速設備執法地點,超速,121.612800,24.960330
NP0495,NTP,移動式測速設備執法地點,超速,121.612800,24.960330
NP0496,NTP,移動式測速設備執法地點,超速,121.619600,24.959110
NP0497,NTP,移動式測速設備執法地點,超速,121.624000,24.955190
NP0498,NTP,移動式測速設備執法地點,超速,121.611900,24.957780
NP0499,NTP,移動式測速設備執法地點,超速,121.660334,24.981125
NP0500,NTP,移動式測速設備執法地點,超速,121.632691,24.952250
NP0501,NTP,移動式測速設備執法地點,超速,121.632300,24.952020
NP0502,NTP,移動式測速設備執法地點,超速,121.632300,24.952020
NP0503,NTP,移動式測速設備執法地點,超速,121.629600,24.953680
NP0504,NTP,移動式測速設備執法地點,超速,121.6988624,25.0169689
NP0505,NTP,移動式測速設備執法地點,超速,121.6883032,25.0068618
NP0506,NTP,移動式測速設備執法地點,超速,121.6964496,25.0066350
NP0507,NTP,移動式測速設備執法地點,超速,121.6903812,25.0061983
NP0508,NTP,移動式測速設備執法地點,超速,121.64268300705497,25.008681038628524
NP0509,NTP,移動式測速設備執法地點,超速,121.658500,24.947340
NP0510,NTP,移動式測速設備執法地點,超速,121.77602366625108,25.040230800388024
NP0511,NTP,移動式測速設備執法地點,超速,121.658500,24.947340
NP0512,NTP,移動式測速設備執法地點,超速,121.627900,24.954590
NP0513,NTP,移動式測速設備執法地點,超速,121.632300,24.952020
NP0514,NTP,移動式測速設備執法地點,超速,121.658500,24.947340
NP0515,NTP,移動式測速設備執法地點,超速,121.658500,24.947340
NP0517,NTP,移動式測速設備執法地點,超速,121.6358539681527,24.95495103130886
NP0518,NTP,移動式測速設備執法地點,超速,121.634000,24.953060
NP0519,NTP,移動式測速設備執法地點,超速,121.639189,24.952354
NP0520,NTP,移動式測速設備執法地點,超速,121.6322978,24.9519569
NP0521,NTP,移動式測速設備執法地點,超速,121.625300,24.954360
NP0522,NTP,移動式測速設備執法地點,超速,121.629600,24.953680
NP0523,NTP,移動式測速設備執法地點,超速,121.629600,24.953680
NP0524,NTP,移動式測速設備執法地點,超速,121.6294379,24.9538541
NP0525,NTP,移動式測速設備執法地點,超速,121.6703882,25.0054510
NP0526,NTP,移動式測速設備執法地點,超速,121.627900,24.954590
NP0527,NTP,移動式測速設備執法地點,超速,121.64268300705497,25.008681038628524
NP0528,NTP,移動式測速設備執法地點,超速,121.64268300705497,25.008681038628524
NP0529,NTP,移動式測速設備執法地點,超速,121.6883032,25.0068618
NP0530,NTP,移動式測速設備執法地點,超速,121.6988624,25.0169689
NP0531,NTP,移動式測速設備執法地點,超速,121.6227067,25.000448
NP0532,NTP,移動式測速設備執法地點,超速,121.632300,24.952020
NP0533,NTP,移動式測速設備執法地點,超速,121.6971444,25.0066541
NP0534,NTP,移動式測速設備執法地點,超速,121.639700,24.951790
NP0535,NTP,移動式測速設備執法地點,超速,121.6703882,25.0054510
NP0536,NTP,移動式測速設備執法地點,超速,121.658500,24.947340
NP0537,NTP,移動式測速設備執法地點,超速,121.758039,24.876230
NP0538,NTP,移動式測速設備執法地點,超速,121.639700,24.951790
NP0539,NTP,移動式測速設備執法地點,超速,121.610700,24.957290
NP0540,NTP,移動式測速設備執法地點,超速,121.658500,24.947340
NP0541,NTP,移動式測速設備執法地點,超速,121.639700,24.951790
NP0542,NTP,移動式測速設備執法地點,超速,121.632300,24.952020
NP0543,NTP,移動式測速設備執法地點,超速,121.627900,24.954590
NP0544,NTP,移動式測速設備執法地點,超速,121.625300,24.954360
NP0545,NTP,移動式測速設備執法地點,超速,121.6971444,25.0066541
NP0546,NTP,移動式測速設備執法地點,超速,121.698737,25.019022
NP0547,NTP,移動式測速設備執法地點,超速,121.6227067,25.000448
NP0548,NTP,移動式測速設備執法地點,超速,121.6903812,25.0061983
NP0549,NTP,移動式測速設備執法地點,超速,121.651621,25.006271
NP0550,NTP,移動式測速設備執法地點,超速,121.651621,25.006271
NP0551,NTP,移動式測速設備執法地點,超速,121.632300,24.952020
NP0552,NTP,移動式測速設備執法地點,超速,121.627900,24.954590
NP0553,NTP,移動式測速設備執法地點,超速,121.772405,25.110464
NP0554,NTP,移動式測速設備執法地點,超速,121.774800,25.110350
NP0555,NTP,移動式測速設備執法地點,超速,121.776982,25.110669
NP0556,NTP,移動式測速設備執法地點,超速,121.760601,25.105966
NP0557,NTP,移動式測速設備執法地點,超速,121.781900,25.098130
NP0558,NTP,移動式測速設備執法地點,超速,121.781900,25.098130
NP0559,NTP,移動式測速設備執法地點,超速,121.820000,25.114300
NP0560,NTP,移動式測速設備執法地點,超速,121.7727672,25.1094598
NP0561,NTP,移動式測速設備執法地點,超速,121.8054786487017,25.11054377810461
NP0562,NTP,移動式測速設備執法地點,超速,121.786300,25.104500
NP0563,NTP,移動式測速設備執法地點,超速,121.774800,25.110350
NP0564,NTP,移動式測速設備執法地點,超速,121.774800,25.110350
NP0565,NTP,移動式測速設備執法地點,超速,121.887600,25.120760
NP0566,NTP,移動式測速設備執法地點,超速,121.911200,25.122960
NP0567,NTP,移動式測速設備執法地點,超速,121.776982,25.110669
NP0568,NTP,移動式測速設備執法地點,超速,121.768200,25.101640
NP0569,NTP,移動式測速設備執法地點,超速,121.80494274806125,25.11081093961294
NP0570,NTP,移動式測速設備執法地點,超速,121.8088379357698,25.10907598224986
NP0571,NTP,移動式測速設備執法地點,超速,121.781900,25.098130
NP0572,NTP,移動式測速設備執法地點,超速,121.775000,25.102790
NP0573,NTP,移動式測速設備執法地點,超速,121.781900,25.098130
NP0574,NTP,移動式測速設備執法地點,超速,121.785600,25.100760
NP0575,NTP,移動式測速設備執法地點,超速,121.865426,25.122000
NP0576,NTP,移動式測速設備執法地點,超速,121.880011,25.122373
NP0577,NTP,移動式測速設備執法地點,超速,121.801008,25.116171
NP0578,NTP,移動式測速設備執法地點,超速,121.776982,25.110669
NP0579,NTP,移動式測速設備執法地點,超速,121.7961796,25.1126834
NP0580,NTP,移動式測速設備執法地點,超速,121.8054786487017,25.11054377810461
NP0581,NTP,移動式測速設備執法地點,超速,121.861000,25.124290
NP0582,NTP,移動式測速設備執法地點,超速,121.866420,25.121890
NP0583,NTP,移動式測速設備執法地點,超速,121.875237,25.123444
NP0584,NTP,移動式測速設備執法地點,超速,121.861000,25.124290
NP0585,NTP,移動式測速設備執法地點,超速,121.800900,25.115920
NP0586,NTP,移動式測速設備執法地點,超速,121.775000,25.102790
NP0587,NTP,移動式測速設備執法地點,超速,121.888600,25.120480
NP0588,NTP,移動式測速設備執法地點,超速,121.887600,25.120760
NP0589,NTP,移動式測速設備執法地點,超速,121.865426,25.122000
NP0590,NTP,移動式測速設備執法地點,超速,121.865426,25.122000
NP0591,NTP,移動式測速設備執法地點,超速, 121.75987354111989,25.030902575990744
NP0592,NTP,移動式測速設備執法地點,超速,121.704494,25.0167667
